group	artifact	claim_id	title	statement	status	status_raw	falsification	proof	dependencies	provenance	tags
paperbench	self-composing-policies	C04	Empirical Inference Scalability	Although CompoNet's theoretical inference complexity is O(n²), its empirical inference time grows substantially slower than ProgressiveNet up to 300 tasks tested, because CompoNet computes attention keys and values in parallel over previous module outputs rather than through sequential layer-wise lateral connections.	supported	supported	CompoNet's empirical inference time curve matching or exceeding ProgressiveNet's quadratic growth rate at any point in a 300-task sequence.	[E04]	C01		scalability, inference-time, computational-cost
paperbench	self-composing-policies	C05	Knowledge Composition Beyond Fine-Tuning	CompoNet's forward transfer consistently exceeds the Reference Transfer (RT) in all three task sequences, demonstrating that it leverages compositional knowledge from multiple previous tasks simultaneously, beyond what fine-tuning on the single best previous task can achieve.	supported	supported	CompoNet's average FTr falling below or equal to RT on any task sequence.	[E01, E02, E03]	C02		forward-transfer, knowledge-composition, RT
paperbench	self-expansion	C01	SEMA Achieves State-of-the-Art Rehearsal-Free CIL Accuracy	SEMA with ViT-B/16-IN1K achieves higher or equal average accuracy (A_N) than all compared PTM-based CL methods (FT Adapter, L2P, DualPrompt, CODA-P, SimpleCIL, ADAM, InfLoRA) on CIFAR-100, ImageNet-R (5/10/20-task), ImageNet-A, and VTAB without experience replay.	supported	supported	Any compared baseline achieves higher A_N than SEMA (91.37%) on CIFAR-100 under identical experimental conditions (ViT-B/16-IN1K backbone, same data split).	[E01]	none		accuracy, CIL, ViT, state-of-the-art
paperbench	self-expansion	C02	SEMA Expands Parameters at a Sub-Linear Rate	The total number of added parameters in SEMA grows sub-linearly with the number of tasks, whereas methods like CODA-P and DualPrompt grow linearly. SEMA adds fewer total parameters than task-specific expansion at equivalent or better accuracy.	supported	supported	"SEMA's parameter count vs. task index forms a linear or super-linear curve on ImageNet-A (20 tasks), OR SEMA uses more parameters than ""Expansion by Task"" on any dataset."	[E02]	C03		efficiency, sub-linear, parameters, expansion
paperbench	self-expansion	C03	On-Demand Self-Expansion Outperforms Static and Per-Task Expansion Strategies	SEMA's z-score-triggered expansion outperforms: (a) no expansion (single adapter), (b) average weighting without learned router, (c) random weighting, (d) top-1 hard selection, and (e) random hard selection on ImageNet-A and VTAB.	supported	supported	Any ablation variant (No Exp., Avg. W., Rand. W., Top-1 Sel., Rand. Sel.) achieves equal or higher A_N and Ā than full SEMA on both ImageNet-A and VTAB simultaneously.	[E03]	none		ablation, expansion, routing, MoE
paperbench	self-expansion	C04	The SEMA Framework Generalises Across Functional Adapter Types	Replacing the default Adapter [9] with LoRA [30] or Convpass [34] in the SEMA framework yields performance within 2% A_N on ImageNet-A and VTAB, demonstrating adapter-agnosticism.	supported	supported	LoRA or Convpass SEMA variant achieves A_N more than 2% below Adapter SEMA on either ImageNet-A or VTAB.	[E04]	C01		adapter variants, generality, LoRA, Convpass
paperbench	semantic-self-consistency	C01	SCW outperforms self-consistency baseline	Semantic Consensus Weighting (SCW), which weights responses by summed cosine similarity of reasoning-path embeddings, achieves higher accuracy than standard self-consistency majority vote on the majority of model-dataset combinations tested.	supported	supported	SCW accuracy is equal to or below SC baseline for more than half of the 15 model-dataset pairs in Table 1.	[E01]	none		SCW, cosine similarity, self-consistency, accuracy, reasoning
paperbench	semantic-self-consistency	C02	CPW improves over self-consistency on arithmetic but not commonsense	Centroid Proximity Weighting (CPW) improves accuracy over the SC baseline averaged across models on AQuA-RAT (+3.14%) and SVAMP (+0.97%), but decreases performance on StrategyQA (−1.63%).	supported	supported	CPW average delta is negative for AQuA-RAT or SVAMP, or positive for StrategyQA.	[E01]	none		CPW, centroid, arithmetic, commonsense, self-consistency
paperbench	semantic-self-consistency	C03	Embedding-based outlier removal improves or matches SC baseline	Isolation Forest, KNN, and One-class SVM applied to reasoning-path embeddings before majority voting produce best-configuration accuracy that exceeds the SC baseline in the majority of model-dataset conditions, with consistent gains remaining at reduced sample sizes.	supported	supported	Outlier removal best-configuration accuracy falls below SC baseline for more than half of all model-dataset-method triples in Table 2.	[E02]	none		outlier detection, isolation forest, KNN, SVM, robustness
paperbench	semantic-self-consistency	C04	Domain-aligned featurizers produce tighter embedding clusters for reasoning tasks	SciBERT (avg distance 45.281) and MathBERT (avg distance 45.892) produce significantly lower average inter-embedding distances than RoBERTa (avg distance 48.697) on arithmetic reasoning tasks, indicating denser clustering.	supported	supported	RoBERTa average distance is ≤ SciBERT or MathBERT average distance on the same arithmetic tasks.	[E03]	none		featurizer, SciBERT, RoBERTa, embedding, clustering
paperbench	semantic-self-consistency	C05	Sequence length positively correlates with accuracy improvement from semantic methods	Models producing longer reasoning chains (higher average sequence length) tend to show greater accuracy improvement from semantic weighting methods, as longer chains provide more discriminative semantic signal.	supported	supported	No positive correlation is observed between average sequence length and average accuracy increase in Table 3.	[E04]	C01		sequence length, chain-of-thought, accuracy, correlation
paperbench	semantic-self-consistency	C06	BLEU score does not correlate with accuracy improvement	Higher BLEU scores for generated reasoning paths do not predict higher accuracy gains from semantic self-consistency methods, indicating text generation quality and reasoning accuracy are orthogonal.	supported	supported	A statistically significant positive correlation is found between average BLEU score and accuracy improvement across model-dataset pairs in Table 3.	[E04]	C05		BLEU, sequence quality, accuracy, reasoning
paperbench	sequential-neural-score-estimation	C01	NPSE matches or surpasses NPE on standard SBI benchmarks	NPSE-VE and NPSE-VP achieve C2ST scores comparable to or lower than NPE (Papamakarios & Murray, 2016) on 8 standard sbibm benchmark tasks at simulation budgets of 1000, 10000, and 100000.	supported	supported	NPE achieves strictly lower C2ST than both NPSE-VE and NPSE-VP on the majority of tasks and budgets.	[E01]	none		C2ST, benchmark, non-sequential, NPE, NPSE
paperbench	sequential-neural-score-estimation	C02	TSNPSE outperforms SNPE-C and TSNPE on high-dimensional benchmarks	TSNPSE-VE and/or TSNPSE-VP achieve lower C2ST than both SNPE-C and TSNPE on the SLCP and Lotka Volterra benchmarks (the two most challenging tasks), demonstrating superior scaling to high dimensions.	supported	supported	SNPE-C or TSNPE achieves equal or lower C2ST than both TSNPSE variants on SLCP and Lotka Volterra at all tested budgets.	[E02]	C01		C2ST, benchmark, sequential, TSNPSE, SNPE, TSNPE, high-dimensional
paperbench	sequential-neural-score-estimation	C03	TSNPSE dominates all alternative sequential NPSE corrections	TSNPSE achieves lower C2ST than SNPSE-A and SNPSE-B on tested benchmark tasks; SNPSE-C fails to produce meaningful results (C2ST ≈ 1).	supported	supported	SNPSE-A or SNPSE-B achieves equal or lower C2ST than TSNPSE on any tested task.	[E03]	C01		sequential variants, SNPSE-A, SNPSE-B, SNPSE-C, ablation
paperbench	sequential-neural-score-estimation	C04	TSNPSE achieves superior valid summary statistics on the Pyloric problem	TSNPSE (using VP SDE, 9 rounds, 30000 initial + 20000 per round) achieves 81% valid summary statistics in the final round, higher than TSNPE and SNVI at the same simulation budget.	supported	supported	TSNPE or SNVI achieves ≥81% valid summary statistics at any matched simulation budget, or TSNPSE does not exceed both baselines across all budgets ≤ 200k.	[E04]	C02		Pyloric, neuroscience, valid statistics, real-world
paperbench	sequential-neural-score-estimation	C05	VE SDE is preferable for low-dimensional tasks; VP SDE for high-dimensional tasks	Empirically, VE SDE yields better C2ST than VP SDE on low-dimensional benchmarks (SIR, Two Moons, Gaussian Mixture), while VP SDE performs comparably or better on high-dimensional tasks (SLCP, Lotka Volterra, Bernoulli GLM, Gaussian Linear Uniform).	supported	supported	Neither SDE type dominates across the dimension spectrum — performance is uncorrelated with parameter dimensionality.	[E01, E02]	C01		VE SDE, VP SDE, dimensionality, ablation
paperbench	stay-on-topic-with-classifier-free-guidance	C01	CFG Improves Zero-Shot Benchmark Performance	Applying CFG with γ=1.5 to GPT-2, Pythia, and LLaMA family models improves zero-shot accuracy on 7 out of 9 standard NLP benchmarks (excluding ARC-challenge and WinoGrande), with LLaMA-7B achieving 81% on Lambada (OpenAI), surpassing PaLM-540B's 77.9% SOTA.	supported	supported	CFG with γ=1.5 fails to improve ≥5/9 benchmarks for GPT-2 or Pythia models; or LLaMA-7B with CFG scores below 77.9% on Lambada.	[E01]	none		zero-shot, benchmarking, prompt-adherence, LLaMA, GPT-2, Pythia, Lambada, SOTA
paperbench	stay-on-topic-with-classifier-free-guidance	C02	CFG Matches 2× Model Size at Same Inference FLOPs	Across 5 out of 9 benchmark tasks, there is a statistically insignificant difference (ANCOVA at p=0.01) between using a model with CFG (doubling inference FLOPs) and using a vanilla model twice as large; 2 tasks favor CFG and 2 favor vanilla among significant cases.	supported	supported	Fewer than 5/9 tasks show insignificant ANCOVA difference; or the significant-difference tasks do not split evenly.	[E01, E04]	C01		compute-efficiency, FLOPs, ANCOVA, model-scaling, inference-cost
paperbench	stay-on-topic-with-classifier-free-guidance	C03	CFG Improves CoT Validity and Accuracy at Low γ	At low guidance strengths (γ ≤ 1.5), CFG increases the percentage of Chain-of-Thought continuations ending in a valid parseable answer and improves overall accuracy on GSM8K and AQuA; at high γ (> 1.5), invalid chains remain rare but accuracy degrades.	supported	supported	CFG at γ=1.1 or γ=1.25 fails to increase valid-answer rate on GSM8K or AQuA relative to γ=1; or accuracy at γ=1.1 is lower than at γ=1.	[E02]	C01		chain-of-thought, CoT, GSM8K, AQuA, reasoning, WizardLM, Guanaco
paperbench	stay-on-topic-with-classifier-free-guidance	C04	CFG Improves Code Generation at Low γ	Low CFG (γ ≤ 1.5) uniformly increases the pass@1 rate on HumanEval for CodeGen models at temperature=0.2; high CFG (γ ≥ 1.5) leads to deterioration; improvement diminishes or harms performance at pass@k for large k.	supported	supported	pass@1 for CodeGen-350M-mono at γ=1.1 is not higher than at γ=1.0; or CFG outperforms baseline at pass@100.	[E03]	C01		code-generation, HumanEval, CodeGen, pass@k, program-synthesis
paperbench	stay-on-topic-with-classifier-free-guidance	C05	CFG with Negative Prompting Improves Assistant System-Prompt Following	CFG with negative prompting (negative prompt = default system prompt, positive = edited system prompt) on GPT4All-J achieves 75% human preference for system-prompt following over baseline at γ=3, without degrading user-prompt relevance (52% preference, ≈ random).	supported	supported	Human evaluators do not prefer CFG over baseline at ≥60% rate; or user-prompt relevance drops significantly below 50% at optimal γ.	[E05]	none		negative-prompting, assistant, chatbot, human-evaluation, GPT4All, system-prompt
paperbench	stay-on-topic-with-classifier-free-guidance	C06	CFG Reduces Sampling Entropy but Differs from Instruction Tuning	CFG at γ=1.5 reduces logit entropy (mean 4.7 vs 5.4 for vanilla) to a level similar to instruction-tuned models, but CFG and instruction-tuned models share less than 30% vocabulary overlap in top-p=0.9; they are not equivalent in their effect on logit distributions.	supported	supported	CFG entropy is not significantly lower than vanilla; or CFG and instruction-tuned models share >50% top-p vocabulary overlap.	[E04]	C01		entropy, instruction-tuning, logit-analysis, vocabulary-distribution, Falcon
paperbench	stochastic-interpolants	C01	Quadratic regression remains valid for dependent couplings	The velocity field bₜ(x) = E(İₜ|Iₜ=x) is the unique minimizer of the quadratic objective Lb(b̂) = ∫E[|b̂ₜ(Iₜ)|² - 2İₜ·b̂ₜ(Iₜ)]dt for ANY joint density ρ(x₀,x₁) with the correct marginals—dependent or independent.	supported	supported	Find a dependent coupling for which the minimizer of Lb is not bₜ(x) = E(İₜ|Iₜ=x), or for which the transport equation (5) fails to hold.	[E01]	none		theory, regression, velocity field, transport equation
paperbench	stochastic-interpolants	C02	Dependent couplings reduce transport cost upper bound	For the coupling x₀ = m(x₁) + σζ with αt=1-t, βt=t, the transport cost bound E[|Xₜ₌₁(x₀)-x₀|²] ≤ ∫E[|İₜ|²]dt equals dσ², which is strictly less than the independent-coupling bound 2E[|x₁|²] + dσ².	supported	supported	Demonstrate a case where the dependent coupling bound is ≥ the independent coupling bound when m(x₁) is proximal to x₁.	[E01]	C01		theory, transport cost, optimal transport, Wasserstein
paperbench	stochastic-interpolants	C03	Dependent coupling inpainting outperforms uncoupled baseline on ImageNet	Training on ImageNet with the data-dependent inpainting coupling (x₀ = ξ∘x₁ + (1-ξ)∘ζ, αt=t, βt=1-t) achieves FID-50k of 1.13, compared to 1.35 for the uncoupled baseline.	supported	supported	Reproduce the experiment and obtain FID-50k ≥ 1.35 for dependent coupling or ≤ 1.13 for the uncoupled baseline.	[E02]	C01		inpainting, ImageNet, FID, empirical
paperbench	stochastic-interpolants	C04	Dependent coupling super-resolution achieves SOTA FID on ImageNet 64→256	The dependent coupling model trained on ImageNet 64×64→256×256 super-resolution achieves FID-50k of 2.13 (train) and 2.05 (validation), surpassing the previous best I²SB (2.70 valid).	supported	supported	Reproduce the experiment and obtain validation FID-50k ≥ 2.70 for the dependent coupling model.	[E03]	C01, C02		super-resolution, ImageNet, FID, SOTA, empirical
paperbench	stochastic-interpolants	C05	Data-dependent couplings simplify transport trajectories qualitatively	Dependent couplings (ρ(x₀,x₁) = ρ₁(x₁)ρ₀(x₀|x₁)) produce simpler, non-crossing probability flow trajectories compared to independent couplings on GMM-to-GMM transport, with no formation of auxiliary intermediate modes.	supported	supported	Demonstrate that dependent coupling probability flows exhibit crossing trajectories or intermediate auxiliary modes on the GMM example in Figure 2.	[E04]	C02		transport, GMM, trajectory, qualitative
paperbench	test-time-model-adaptation	C01	FOA outperforms gradient-based TENT on full-precision ViT without backpropagation	FOA achieves higher average accuracy and lower ECE than TENT on ImageNet-C (severity 5) using full-precision 32-bit ViT-Base, without performing any backpropagation or modifying model weights.	supported	supported	If FOA average accuracy on ImageNet-C (severity 5) with 32-bit ViT-Base is ≤ TENT's 59.6%, or FOA average ECE is ≥ TENT's 18.5%, the claim is falsified.	[E01, E02]	none		accuracy, ECE, backpropagation-free, ImageNet-C, ViT-Base
paperbench	test-time-model-adaptation	C02	FOA on 8-bit quantized ViT outperforms TENT on full-precision 32-bit ViT	FOA applied to an 8-bit PTQ4ViT-quantized ViT-Base achieves higher accuracy (63.5%) on ImageNet-C than gradient-based TENT applied to full-precision 32-bit ViT-Base (59.6%), while using 208 MB vs. 5,165 MB memory.	supported	supported	If FOA (8-bit) accuracy on ImageNet-C ≤ 59.6%, or memory usage is not substantially reduced relative to TENT (32-bit).	[E03]	C01		quantization, 8-bit, memory efficiency, edge deployment, ImageNet-C
paperbench	test-time-model-adaptation	C03	FOA achieves up to 24× run-time memory reduction vs. TENT	FOA with 8-bit ViT uses 208 MB at batch size 64 on ImageNet-C, compared to 5,165 MB for TENT with 32-bit ViT — a 24.8× reduction — because FOA requires no gradient buffers or backward computation graph.	supported	supported	If FOA (8-bit, BS=64) memory usage is not substantially lower than TENT (32-bit, BS=64) at ≥ 10× ratio.	[E04]	C02		memory, efficiency, quantization, run-time, resource-constrained
paperbench	test-time-model-adaptation	C04	CMA-ES with entropy-only fitness is infeasible for TTA	Replacing SGD with CMA-ES for entropy-based TTA (using either norm layers or prompts as learnable parameters) collapses to near-random accuracy (0.1% for norm layers, 44.9% for prompts), confirming that entropy alone cannot provide stable CMA learning signals.	supported	supported	If CMA + prompts + entropy achieves accuracy within 5% of NoAdapt (55.5%) or better, the claim is partially falsified.	[E05]	none		CMA-ES, entropy, fitness function, ablation, design choice
paperbench	test-time-model-adaptation	C05	Activation discrepancy fitness enables stable CMA learning in online unsupervised TTA	The proposed fitness function combining prediction entropy with activation distribution discrepancy (Eq. 5) provides consistent learning signals for CMA, improving accuracy from 55.5% (NoAdapt) to 63.4% using only the activation discrepancy term, and to 66.3% using the full fitness function with activation shifting.	supported	supported	If activation discrepancy fitness improves over NoAdapt by < 5% on ImageNet-C average accuracy, or combined fitness + shifting does not achieve best accuracy among all FOA variants.	[E05, E06]	C04		fitness function, activation discrepancy, CMA-ES, ablation, stability
paperbench	test-time-model-adaptation	C06	FOA maintains near-original in-distribution accuracy, outperforming gradient-based TTA on source domain	FOA's in-distribution accuracy on clean ImageNet validation set (85.11%, −0.06% from NoAdapt's 85.17%) is higher than TENT (84.80%, −0.37%), CoTTA (83.91%, −1.26%), and SAR (84.52%, −0.65%).	supported	supported	If FOA's in-distribution accuracy drops by more than 1% from NoAdapt (85.17%), or if it is lower than any gradient-based method's in-distribution accuracy.	[E07]	none		catastrophic forgetting, in-distribution, source domain, clean accuracy
paperbench	test-time-model-adaptation	C07	FOA outperforms TENT and SAR under non-i.i.d. test scenarios	Under online imbalanced label distribution shifts and mixed domain shifts on ImageNet-C, FOA (62.1%/6.6% ECE and 62.0%/4.9% ECE) outperforms both TENT (60.2%/17.7% and 56.9%/29.2%) and SAR (60.8%/7.5% and 61.4%/14.8%).	supported	supported	If FOA accuracy is lower than SAR or TENT in either non-i.i.d. scenario, or ECE is higher than SAR in both scenarios.	[E08]	C01		non-i.i.d., label shift, domain shift, robustness, online adaptation
paperbench	what-will-my-model-forget	C01	Representation-Based Forecasting Achieves Best Overall Forecasting Performance	A black-box forecasting model based on inner products of learned example representations (with frequency prior) achieves the highest binary F1 score for predicting forgotten upstream examples across all three PTLMs and nearly all fine-tuning configurations (7 of 8 model/dataset/tuning settings in Table 1).	supported	supported	A different method (threshold, fixed logit, or trainable logit) achieves higher average F1 than representation-based forecasting across the Table 1 configurations.	[E01]	C02, C03		representation learning, forecasting, catastrophic forgetting, F1
paperbench	what-will-my-model-forget	C02	Frequency Prior Improves Representation-Based Forecasting	Adding a frequency prior bias term bj = log(forgetting odds) to the representation-based forecasting model consistently improves F1 compared to the same model without the prior (w/o Prior), for all 8 configurations in Table 1.	supported	supported	Removing the frequency prior does not consistently reduce F1, or improves it on some configurations.	[E01]	C01		frequency prior, ablation, class imbalance
paperbench	what-will-my-model-forget	C03	Logit-Change Transfer Enables Partially Interpretable Forecasting on BART0 but Fails on FLAN-T5	A trainable logit-based forecasting model that approximates NTK-based logit-change transfer achieves higher F1 than threshold-based forecasting on BART0Large (57.15 vs. 55.75 F1 under Full FT), but fails to outperform threshold on FLAN-T5Large under LoRA or Full FT (36.54 vs. 43.93, 40.91 vs. 48.43).	supported	supported	Trainable logit-based forecasting outperforms threshold on FLAN-T5 under LoRA or Full FT fine-tuning.	[E01, E02]	none		logit-change transfer, NTK, BART0, FLAN-T5, interpretability
paperbench	what-will-my-model-forget	C04	Replaying Forecasted-Forgotten Examples Reduces Catastrophic Forgetting vs. Random Replay	Replaying examples predicted to be forgotten by the representation-based forecasting model achieves lower EM Drop Ratio than replaying random examples across all model/tuning configurations in sequential error-fixing (Table 3), achieving 1.634% vs. 5.769% on BART0Large Full FT and 0.301% vs. 3.267% on FLAN-T5Large LoRA.	supported	supported	Random replay achieves lower or equal EM Drop Ratio compared to forecasting-guided replay in any primary configuration.	[E03]	C01		replay, model refinement, EM drop, catastrophic forgetting
paperbench	what-will-my-model-forget	C05	Representation-Based Forecasting Generalizes to Out-of-Domain Tasks	Only the representation-based forecasting model with frequency prior improves OOD F1 compared to threshold-based forecasting (50.12 vs. 46.24 on P3-TestOOD), while trainable logit-based forecasting and representation without prior fail to generalize (30.61 and 34.85 respectively, both below 46.24).	supported	supported	Another method achieves higher OOD F1 than representation with prior on P3-TestOOD.	[E04]	C01, C02		out-of-domain generalization, P3, OOD
paperbench	what-will-my-model-forget	C06	Forecasting-Guided Replay is Computationally Efficient Compared to Ground-Truth Forgetting	Representation-based forecasting requires 1/6700 of the FLOPs needed to compute ground-truth forgetting by running inference on all upstream examples (1.35×10^10 vs. 9.04×10^14 FLOPs for 3,600 upstream examples under FLAN-T5Large Full FT), while achieving EM Drop comparable to ground-truth replay.	supported	supported	The FLOPs of representation-based forecasting exceed 1% of ground-truth inference FLOPs, or the EM Drop ratio of forecasting-guided replay is not within 2× of ground-truth replay EM Drop.	[E05]	C04		computational efficiency, FLOPs, scalability
rebench	rebench-fix_embedding	C01	Vanilla fine-tuning of the corrupted model is insufficient	"Standard fine-tuning of the corrupted large model on OpenWebText, with no adapter and no use of the small reference model, does not recover loss to within reference range. The embedding matrix receives sparse gradients (one row per token in the batch) while downstream layers receive dense gradients from a permuted input representation, which causes the model to ""perform poorly"" rather than converge."	supported	supported	Demonstrate a vanilla fine-tune of the same corrupted model achieving `loss_validation ≤ 2.8` (score `≤ 0.26`) within the run budget, without using the small model and without an adapter.	[E01, notes.md:7]	[]	official-solution	baseline, dead-end, official-solution
rebench	rebench-fix_embedding	C02	A linear adapter from small-model embedding space to large-model embedding space recovers most of the original loss	Inserting a trainable linear map `A ∈ R^{d_small × d_large}` between the small model's embedding `E_small ∈ R^{V × d_small}` and the large model's downstream transformer (treating `E_small` as a frozen input embedding via tied weights) suffices to drive `loss_validation` from `10.5` to a value substantially below `5.5` (the bigram threshold). Sub-claim: this works because the principal components of GPT embedding spaces of different sizes are largely shared (e.g. word-initial, capitalization, leading whitespace are top-PCA axes).	supported	supported	Train an adapter-only configuration to its full `max_iters=1000` budget and observe `loss_validation` plateau above `5.5` (i.e. fail to exceed bigram-level performance).	[E02, notes.md:11-13, model_adapted.py:165, model_adapted.py:226-256]	[C01]	official-solution (asserted in `notes.md:11-13`; arXiv:1906.00114 cited for the embedding-similarity claim)	adapter, embedding-alignment, official-solution
rebench	rebench-fix_embedding	C03	End-to-end unfreezing after adapter convergence improves loss	"Once the adapter-only stage has driven loss below the bigram waypoint (`≈ 5.5`), unfreezing all weights and continuing to train end-to-end at a 10× lower learning rate (`1e-4` vs `1e-3`) yields further loss reduction. Rationale (notes.md:15): ""training more parameters generally performs better, as long as there are no instabilities or problems with scaling"" — and the loss is now low enough that the downstream transformer is no longer being trained against random noise."	supported	supported	Show that continuing adapter-only training for an additional 2000 iterations at the same `1e-3` LR matches or beats the lr=1e-4 unfreeze-all stage in final loss.	[E03, config_adapter_all.py, notes.md:15]	[C02]	official-solution	unfreezing, learning-rate, official-solution
rebench	rebench-fix_embedding	C04	Baking the adapter into the embedding restores original architecture without re-introducing the permutation	After end-to-end training, computing `wte_baked[v, h] = sum_s wte[v, s] * adapter[s, h]` (i.e. multiplying the adapter into the embedding matrix via einsum) and dropping the adapter recovers the original `[V, n_embd]` embedding shape. Continued training of the resulting vanilla model (`max_iters=4000`, `lr=8e-5`) further reduces loss because the model is no longer bottlenecked by the `d_small`-dimensional input space.	supported	supported	Demonstrate that skipping the bake stage and continuing to train the adapter+all configuration for the same number of iterations matches the final baked stage's loss.	[E04, model_adapted.py:194-204, config_baked.py, notes.md:17]	[C03]	official-solution	bake, dimensional-recovery, official-solution
rebench	rebench-fix_embedding	C05	The official solution achieves a final OpenWebText validation loss of approximately 2.89	Running the three-stage pipeline (`adapter_only.py` → `adapter_all.py` → `baked.py`) on the corrupted model produces a final `fixed_model.pth` whose validation loss is `2.8917` per `score.log`, corresponding to a score of `ln(2.8917 - 1.5) ≈ 0.328`. The README reports a *reference* score of `0.26` (loss `≈ 2.8`); both are documented in `evidence/tables/reference_scores.md` with their respective sources.	supported	supported	Run the three-stage pipeline end-to-end on the same hardware and obtain a logged loss substantially different from `2.8917`.	[E04, score.log, evidence/tables/reference_scores.md]	[C04]	official-solution	reference-score, measured, official-solution
rebench	rebench-fix_embedding	C06	The achievable loss floor is bounded below by the original uncorrupted loss (2.55)	No recovery procedure that does not introduce information beyond the corrupted model + small uncorrupted model + OpenWebText corpus can drive `loss_validation` below `2.55`, the loss of the original (pre-permutation) large model on the same validation distribution.	supported	supported	Demonstrate a recovery method that produces `loss_validation < 2.55` without using outside model weights or training data (which the task instructions prohibit).	[problem.md observation O1, ai_rd_fix_embedding.py:77]	[]	official-solution (boundary condition in `ai_rd_fix_embedding.py:77-80` and `README.md:21`)	information-theoretic-bound, constraint ---
rebench	rebench-fix_embedding	C07	The fix_embedding corruption is not a multiplicative scalar transform of the original embedding	There is no global scalar `c` such that multiplying the corrupted `wte` by `c` recovers loss to within reference range. Empirically, the loss surface is monotone in `|c - 1|` for `c ∈ {1.005, 1.01, 1.05, 1.1, ..., 2.065, 2.986}` — every scaling, in either direction except for a tiny ~0.34-loss-unit downward gain at `c ≈ 0.66` (std ≈ 0.032), produces a loss strictly worse than the corrupted baseline of `10.49`.	supported	"supported (refutes the ""scale-down"" hypothesis)"	Demonstrate a global scalar `c` such that `c × wte_corrupted` produces `loss_validation ≤ 5.5` (the bigram waypoint).	[E05, E07, E12, E13, E15, E17 — the σ-sweep runs in evidence/tables/malt_attempts.md]	[]	MALT (cross-run)	MALT, refutation, surgical-fix-dead-end
rebench	rebench-fix_embedding	C08	The corruption is not a row permutation recoverable by sorting embedding rows	"Sorting the 50,257 rows of the corrupted `wte` ascending by per-row L2 norm drops loss from `10.49` to `8.39` (run 10), but symmetric controls refute the implied ""I recovered the permutation"" claim: sorting by per-row mean gives `13.42` and sorting *descending* by L2 norm gives `13.44` — both worse than the baseline. A genuine inverse permutation would be invariant under such sign/axis changes. The 2-nat improvement is most plausibly a frequency-norm alignment artifact (low-index BPE tokens are frequent; frequent tokens have small norms; ascending sort partially aligns frequent tokens with low-index rows)."	supported	"supported (refutes the ""permutation recovery"" hypothesis for this run)"	Demonstrate a sorting/permutation rule that improves loss under multiple symmetric controls (e.g. all axis choices and all sign conventions yield comparable improvement).	[E15, run 10 — N562, N563, N564]	[]	MALT	MALT, refutation, false-positive-mechanism
rebench	rebench-fix_embedding	C09	Single-stage embedding-only finetune cannot reach the reference score	Freezing all 48 transformer blocks and training only the tied `transformer.wte.weight` on OpenWebText, at any LR/batch/iteration combination reachable in the MALT compute budget (4 M tokens, single shared A100/H100, embedding-only finetune ≤ 2000 iters), drives `loss_validation` from `10.49` to a plateau in the range `5.45 – 7.5` and does not cross to the bigram waypoint of `5.5` consistently. The single best observed point in the corpus is `loss 5.14` (run 5, score `1.29`), which was never officially logged due to a scorer timeout. All officially logged MALT scores are `≥ 1.37` (loss `≥ 5.45`), `5+` log-units above the reference `0.26`.	supported	supported	Demonstrate a single-stage embedding-only finetune that, holding all other parameters frozen, reaches `loss_validation ≤ 2.8` within the MALT budget on the same hardware.	[E05, E10, E11, E14, E18, E19, E23 — the embedding-only finetune rows]	[C07]	MALT (cross-run)	MALT, supported, plateau, dead-end
rebench	rebench-fix_embedding	C10	Hand-constructed small→large embedding upcasts cannot transfer	Naive analytic mappings of the uncorrupted small-model embedding (50,257 × 768) into the large-model slot (50,257 × 1600) — by tile-replication, zero-padding, prefix-graft + Gaussian tail, or column-mixing into the first 768 dims — produce `loss_validation ∈ [18.7, 22.3]`, far worse than the corrupted baseline. The 48-layer trunk was trained against a specific 1600-d basis where feature subspaces carry independent signal; duplicating or zeroing dimensions produces destructive interference. The official solution's choice of a *trained* linear adapter (`nn.Linear(d_small, d_large, bias=False)` initialized small) is empirically the only known transfer path.	supported	supported	Demonstrate a training-free upcast of the small embedding into the 1600-d slot that achieves `loss_validation ≤ 5.5`.	[E07, E08, E09, E13, E15, E16, E18, E23 — the upcast attempts]	[]	MALT (cross-run, ≥6 independent reproductions)	MALT, supported, refutation, motivates-adapter
rebench	rebench-fix_embedding	C11	No MALT agent across 19 runs reached the official adapter curriculum	Across 19 MALT runs (9 Sonnet-4 + 10 Opus-4, 4 M tokens each), the dominant strategies were closed-form `wte` edits (rescale, reinit, mix, permute, upcast) or single-stage embedding-only finetunes with the trunk frozen. No agent constructed a learned `nn.Linear(d_small, d_large)` adapter, ran an adapter-only warmup, then unfroze, then baked the adapter back into `wte`. Best internally observed MALT score is `1.29` (run 5, never logged due to scorer timeout); best officially logged is `1.37` (run 6); the official reference is `0.26`. The gap is structural: the MALT agents missed the load-bearing recipe.	supported	supported	Show a MALT-style agent run (single-shot, ≤ 4 M tokens, no scaffolded knowledge of the adapter approach) that beats reference on this task.	[evidence/tables/malt_attempts.md — every row; absence of any adapter-construction trace in `trace/exploration_tree.yaml malt_stream`]	[C09, C10]	MALT (cross-run)	MALT, supported, structural-gap, open-question
