ablation	input	base	family	operator	expected	full_actual	ablation_actual	missed_reject
no-typed	fixtures/mutants/fre.C04--open-obligation-0.sexp	fre.C04	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/pinn.C01--open-obligation-0.sexp	pinn.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/rice.C01--open-obligation-0.sexp	rice.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/sample-specific-masks.C05--open-obligation-0.sexp	sample-specific-masks.C05	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/sample-specific-masks.C06--open-obligation-0.sexp	sample-specific-masks.C06	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/self-composing-policies.C01--open-obligation-0.sexp	self-composing-policies.C01	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--open-obligation-0.sexp	test-time-model-adaptation.C04	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--open-obligation-0.sexp	rebench-restricted_mlm.C14	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--open-obligation-0.sexp	rebench-rust_codecontests.C02	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--open-obligation-0.sexp	rebench-triton_cumsum.C09	open-obligations	open-obligation	reject-R5	reject-R5	reject-R5	false
no-typed	fixtures/mutants/bam.C05--hole-obligation-0.sexp	bam.C05	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/fre.C01--hole-obligation-0.sexp	fre.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/fre.C04--hole-obligation-0.sexp	fre.C04	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/pinn.C01--hole-obligation-0.sexp	pinn.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/rice.C01--hole-obligation-0.sexp	rice.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/sample-specific-masks.C05--hole-obligation-0.sexp	sample-specific-masks.C05	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/sample-specific-masks.C06--hole-obligation-0.sexp	sample-specific-masks.C06	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/self-composing-policies.C01--hole-obligation-0.sexp	self-composing-policies.C01	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--hole-obligation-0.sexp	test-time-model-adaptation.C04	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--hole-obligation-0.sexp	rebench-restricted_mlm.C14	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--hole-obligation-0.sexp	rebench-rust_codecontests.C02	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--hole-obligation-0.sexp	rebench-triton_cumsum.C09	open-obligations	hole-obligation	reject-IncompleteArgument	reject-IncompleteArgument	reject-IncompleteArgument	false
no-typed	fixtures/mutants/bam.C05--wrong-discharge-0.sexp	bam.C05	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/fre.C01--wrong-discharge-0.sexp	fre.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/fre.C04--wrong-discharge-0.sexp	fre.C04	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/pinn.C01--wrong-discharge-0.sexp	pinn.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/rice.C01--wrong-discharge-0.sexp	rice.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/sample-specific-masks.C05--wrong-discharge-0.sexp	sample-specific-masks.C05	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/sample-specific-masks.C06--wrong-discharge-0.sexp	sample-specific-masks.C06	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/self-composing-policies.C01--wrong-discharge-0.sexp	self-composing-policies.C01	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--wrong-discharge-0.sexp	test-time-model-adaptation.C04	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--wrong-discharge-0.sexp	rebench-restricted_mlm.C14	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--wrong-discharge-0.sexp	rebench-rust_codecontests.C02	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--wrong-discharge-0.sexp	rebench-triton_cumsum.C09	open-obligations	wrong-discharge	reject-R6	reject-R6	reject-R6	false
no-typed	fixtures/mutants/bam.C05--trusted-assurance-0.sexp	bam.C05	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/fre.C01--trusted-assurance-0.sexp	fre.C01	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/fre.C04--trusted-assurance-0.sexp	fre.C04	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/pinn.C01--trusted-assurance-0.sexp	pinn.C01	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/rice.C01--trusted-assurance-0.sexp	rice.C01	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/sample-specific-masks.C05--trusted-assurance-0.sexp	sample-specific-masks.C05	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/sample-specific-masks.C06--trusted-assurance-0.sexp	sample-specific-masks.C06	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/self-composing-policies.C01--trusted-assurance-0.sexp	self-composing-policies.C01	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--trusted-assurance-0.sexp	test-time-model-adaptation.C04	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--trusted-assurance-0.sexp	rebench-restricted_mlm.C14	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--trusted-assurance-0.sexp	rebench-rust_codecontests.C02	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--trusted-assurance-0.sexp	rebench-triton_cumsum.C09	certificate-tampering	trusted-assurance	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/adaptive-pruning.C04--cert-theory-swap-0.sexp	adaptive-pruning.C04	certificate-tampering	cert-theory-swap	reject-R7	reject-R7	reject-R7	false
no-typed	fixtures/mutants/adaptive-pruning.C04--cert-payload-tamper-0.sexp	adaptive-pruning.C04	certificate-tampering	cert-payload-tamper	reject-R13	reject-R13	reject-R13	false
no-typed	fixtures/mutants/adaptive-pruning.C04--cert-wrong-fraction-0.sexp	adaptive-pruning.C04	certificate-tampering	cert-wrong-fraction	reject-R13	reject-R13	reject-R13	false
no-typed	fixtures/mutants/fre.C04--bad-attack-position-0.sexp	fre.C04	bad-attack-targets	bad-attack-position	reject-R10	reject-R10	accept-justified	true
no-typed	fixtures/mutants/test-time-model-adaptation.C04--bad-attack-position-0.sexp	test-time-model-adaptation.C04	bad-attack-targets	bad-attack-position	reject-R10	reject-R10	accept-justified	true
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--bad-attack-position-0.sexp	rebench-triton_cumsum.C09	bad-attack-targets	bad-attack-position	reject-R10	reject-R10	accept-justified	true
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--unlicensed-attack-0.sexp	rebench-restricted_mlm.C14	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/bam.C05--unlicensed-attack-0.sexp	bam.C05	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/pinn.C01--unlicensed-attack-0.sexp	pinn.C01	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/test-time-model-adaptation.C04--unlicensed-attack-0.sexp	test-time-model-adaptation.C04	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-defeated	true
no-typed	fixtures/mutants/fre.C04--unlicensed-attack-0.sexp	fre.C04	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-defeated	true
no-typed	fixtures/mutants/sample-specific-masks.C05--unlicensed-attack-0.sexp	sample-specific-masks.C05	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/fre.C01--unlicensed-attack-0.sexp	fre.C01	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--unlicensed-attack-0.sexp	rebench-triton_cumsum.C09	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-defeated	true
no-typed	fixtures/mutants/adaptive-pruning.C04--unlicensed-attack-0.sexp	adaptive-pruning.C04	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-gap	true
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--unlicensed-attack-0.sexp	rebench-rust_codecontests.C02	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/rice.C01--unlicensed-attack-0.sexp	rice.C01	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/self-composing-policies.C01--unlicensed-attack-0.sexp	self-composing-policies.C01	bad-attack-targets	unlicensed-attack	reject-R11	reject-R11	accept-all-contested	true
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--group-conflict-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/mechanistic-understanding.C04--group-conflict-0.sexp	mechanistic-understanding.C04	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/bbox.C06--group-conflict-0.sexp	bbox.C06	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/stochastic-interpolants.C01--group-conflict-0.sexp	stochastic-interpolants.C01	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C06--group-conflict-0.sexp	stay-on-topic-with-classifier-free-guidance.C06	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/self-composing-policies.C04--group-conflict-0.sexp	self-composing-policies.C04	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--group-conflict-0.sexp	rebench-rust_codecontests.C02	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/pinn.C03--group-conflict-0.sexp	pinn.C03	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/self-expansion.C04--group-conflict-0.sexp	self-expansion.C04	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/all-in-one.C03--group-conflict-0.sexp	all-in-one.C03	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/all-in-one.C06--group-conflict-0.sexp	all-in-one.C06	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/mechanistic-understanding.C02--group-conflict-0.sexp	mechanistic-understanding.C02	data-integrity	group-conflict	reject-R9	reject-R9	reject-R9	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--retract-rule-0.sexp	rebench-rust_codecontests.C02	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/self-composing-policies.C01--retract-rule-0.sexp	self-composing-policies.C01	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/adaptive-pruning.C04--retract-rule-0.sexp	adaptive-pruning.C04	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/rice.C01--retract-rule-0.sexp	rice.C01	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--retract-rule-0.sexp	test-time-model-adaptation.C04	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/fre.C04--retract-rule-0.sexp	fre.C04	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/sample-specific-masks.C05--retract-rule-0.sexp	sample-specific-masks.C05	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/fre.C01--retract-rule-0.sexp	fre.C01	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/sample-specific-masks.C06--retract-rule-0.sexp	sample-specific-masks.C06	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--retract-rule-0.sexp	rebench-triton_cumsum.C09	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/pinn.C01--retract-rule-0.sexp	pinn.C01	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/bam.C05--retract-rule-0.sexp	bam.C05	localization	retract-rule	reject-R1	reject-R1	reject-R1	false
no-typed	fixtures/mutants/fre.C04--cross-stage-defect-0.sexp	fre.C04	localization	cross-stage-defect	reject-R4	reject-R4	reject-R4	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--cross-stage-defect-0.sexp	test-time-model-adaptation.C04	localization	cross-stage-defect	reject-R4	reject-R4	reject-R4	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--cross-stage-defect-0.sexp	rebench-triton_cumsum.C09	localization	cross-stage-defect	reject-R4	reject-R4	reject-R4	false
no-typed	fixtures/mutants/semantic-self-consistency.C03--undeclared-pred-0.sexp	semantic-self-consistency.C03	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/robust-clip.C07--undeclared-pred-0.sexp	robust-clip.C07	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/adaptive-pruning.C03--undeclared-pred-0.sexp	adaptive-pruning.C03	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stochastic-interpolants.C03--undeclared-pred-0.sexp	stochastic-interpolants.C03	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/robust-clip.C02--undeclared-pred-0.sexp	robust-clip.C02	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C02--undeclared-pred-0.sexp	stay-on-topic-with-classifier-free-guidance.C02	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sample-specific-masks.C05--undeclared-pred-0.sexp	sample-specific-masks.C05	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/mechanistic-understanding.C04--undeclared-pred-0.sexp	mechanistic-understanding.C04	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sapg.C01--undeclared-pred-0.sexp	sapg.C01	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bbox.C05--undeclared-pred-0.sexp	bbox.C05	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/self-expansion.C03--undeclared-pred-0.sexp	self-expansion.C03	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/mechanistic-understanding.C02--undeclared-pred-0.sexp	mechanistic-understanding.C02	signature	undeclared-pred	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--wrong-pred-arity-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bridging-data-gaps.C05--wrong-pred-arity-0.sexp	bridging-data-gaps.C05	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/adaptive-pruning.C04--wrong-pred-arity-0.sexp	adaptive-pruning.C04	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C06--wrong-pred-arity-0.sexp	stay-on-topic-with-classifier-free-guidance.C06	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/adaptive-pruning.C03--wrong-pred-arity-0.sexp	adaptive-pruning.C03	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/semantic-self-consistency.C06--wrong-pred-arity-0.sexp	semantic-self-consistency.C06	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rebench-fix_embedding.C12--wrong-pred-arity-0.sexp	rebench-fix_embedding.C12	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/all-in-one.C05--wrong-pred-arity-0.sexp	all-in-one.C05	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bbox.C05--wrong-pred-arity-0.sexp	bbox.C05	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/all-in-one.C03--wrong-pred-arity-0.sexp	all-in-one.C03	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/pinn.C03--wrong-pred-arity-0.sexp	pinn.C03	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/test-time-model-adaptation.C05--wrong-pred-arity-0.sexp	test-time-model-adaptation.C05	signature	wrong-pred-arity	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C06--wrong-arg-sort-0.sexp	stay-on-topic-with-classifier-free-guidance.C06	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sapg.C06--wrong-arg-sort-0.sexp	sapg.C06	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/robust-clip.C02--wrong-arg-sort-0.sexp	robust-clip.C02	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/semantic-self-consistency.C03--wrong-arg-sort-0.sexp	semantic-self-consistency.C03	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bbox.C02--wrong-arg-sort-0.sexp	bbox.C02	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/self-composing-policies.C04--wrong-arg-sort-0.sexp	self-composing-policies.C04	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bbox.C04--wrong-arg-sort-0.sexp	bbox.C04	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bam.C06--wrong-arg-sort-0.sexp	bam.C06	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bridging-data-gaps.C03--wrong-arg-sort-0.sexp	bridging-data-gaps.C03	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--wrong-arg-sort-0.sexp	test-time-model-adaptation.C04	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/all-in-one.C01--wrong-arg-sort-0.sexp	all-in-one.C01	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--wrong-arg-sort-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	signature	wrong-arg-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sample-specific-masks.C06--undeclared-con-0.sexp	sample-specific-masks.C06	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rice.C01--undeclared-con-0.sexp	rice.C01	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sequential-neural-score-estimation.C04--undeclared-con-0.sexp	sequential-neural-score-estimation.C04	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bridging-data-gaps.C03--undeclared-con-0.sexp	bridging-data-gaps.C03	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/fre.C03--undeclared-con-0.sexp	fre.C03	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/pinn.C05--undeclared-con-0.sexp	pinn.C05	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--undeclared-con-0.sexp	rebench-restricted_mlm.C14	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/fre.C04--undeclared-con-0.sexp	fre.C04	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bbox.C06--undeclared-con-0.sexp	bbox.C06	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bam.C05--undeclared-con-0.sexp	bam.C05	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/all-in-one.C06--undeclared-con-0.sexp	all-in-one.C06	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/self-composing-policies.C04--undeclared-con-0.sexp	self-composing-policies.C04	signature	undeclared-con	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rebench-triton_cumsum.C09--wrong-theta-sort-0.sexp	rebench-triton_cumsum.C09	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/pinn.C01--wrong-theta-sort-0.sexp	pinn.C01	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rebench-restricted_mlm.C14--wrong-theta-sort-0.sexp	rebench-restricted_mlm.C14	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/fre.C01--wrong-theta-sort-0.sexp	fre.C01	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rice.C01--wrong-theta-sort-0.sexp	rice.C01	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sample-specific-masks.C06--wrong-theta-sort-0.sexp	sample-specific-masks.C06	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/sample-specific-masks.C05--wrong-theta-sort-0.sexp	sample-specific-masks.C05	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/test-time-model-adaptation.C04--wrong-theta-sort-0.sexp	test-time-model-adaptation.C04	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/adaptive-pruning.C04--wrong-theta-sort-0.sexp	adaptive-pruning.C04	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/bam.C05--wrong-theta-sort-0.sexp	bam.C05	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/fre.C04--wrong-theta-sort-0.sexp	fre.C04	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--wrong-theta-sort-0.sexp	rebench-rust_codecontests.C02	signature	wrong-theta-sort	reject-R2	reject-R2	reject-R2	false
no-typed	fixtures/mutants/self-expansion.C04--out-of-scope-var-0.sexp	self-expansion.C04	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/robust-clip.C03--out-of-scope-var-0.sexp	robust-clip.C03	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/robust-clip.C07--out-of-scope-var-0.sexp	robust-clip.C07	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/sapg.C06--out-of-scope-var-0.sexp	sapg.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/self-composing-policies.C01--out-of-scope-var-0.sexp	self-composing-policies.C01	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/mechanistic-understanding.C02--out-of-scope-var-0.sexp	mechanistic-understanding.C02	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/rebench-rust_codecontests.C02--out-of-scope-var-0.sexp	rebench-rust_codecontests.C02	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/test-time-model-adaptation.C05--out-of-scope-var-0.sexp	test-time-model-adaptation.C05	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/lbcs.C03--out-of-scope-var-0.sexp	lbcs.C03	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/bam.C06--out-of-scope-var-0.sexp	bam.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/self-composing-policies.C04--out-of-scope-var-0.sexp	self-composing-policies.C04	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/all-in-one.C06--out-of-scope-var-0.sexp	all-in-one.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	reject-R12	false
no-typed	fixtures/mutants/sapg.C06--duplicate-backend-0.sexp	sapg.C06	certificate-tampering	duplicate-backend	reject-R13	reject-R13	reject-R13	false
